ProductId,lenstype,Part_Description,Material_Type,Lens_Type,price
1036,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.50 Plastic Clear Anti-Blue,Blue Zero,Rx,448.77
1037,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.60 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,497.68
1038,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.60 Plastic Clear Anti-Blue,Blue Zero,Rx,463.77
1039,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.60 Plastic Clear Glacier,Clear,Rx,343.6
1040,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.67 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,"1,015.92"
1041,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.67 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,
1042,ICON FF OFFICE 4m,ICON FF OFFICE 4m 14mm 1.74 Plastic Clear Glacier,Clear,Rx,600.19
1043,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.50 AutoShade Grey BlueShield Glacier,0,0,485.65
1044,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.50 Plastic Clear Anti-Blue,Blue Zero,Rx,403.77
1045,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.60 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,543.77
1046,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.60 AutoShade Grey HC,,Rx,468.77
1047,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.60 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,557.68
1048,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.60 Plastic Clear Anti-Blue,Blue Zero,Rx,475
1049,ICON FF OFFICE 4m,ICON FF OFFICE 4m 18mm 1.60 Plastic Clear Crystal Blue,Blue Zero,Rx,400
1050,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,PROG. BACK SIDE FF ICON NOTE 15 MM 1.60 TRANSITIONS XTRACTIVE GREY HMX-EMI,TRANSITIONS XTRACTIVE,
1051,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM 1.60 TRANSITIONS XTRACTIVE BROWN  HMC,Transitions,Rx,"2,090.00"
1052,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM 15 MM 1.60 BLUE ZERO HMX,Blue Zero,Rx,684.7
1053,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM 18 MM 1.74 TRANSITIONS 8 GREY HMC,TRANSITIONS 8,Rx,"2,297.24"
1054,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,ICON NOTE PROGRESSIVE BACKSIDE FREE FORM 15 MM 1.60 TRANSITIONS 8 G-15 HMX-EMI,Transitions,Rx,"1,940.00"
1055,ICON NOTE PROGRESSIVE BACK SIDE FREE FORM,ICON NOTE PROGRESSIVE BACKSIDE FREE FORM 18 MM 1.50 TRANSITIONS 8 G-15 HMX-EMI,Transitions 8 G-15,Rx,"1,590.00"
1056,ICON PROGRESSIVE BACK SIDE FREE FORM,ICON PROGRESSIVE BACK SIDE FREE FORM,PROGRESSIVE BACK SIDE FREE FORM ICON 13 MM 1.59 POLYCARBONATE CLEAR HC,POLYCARBONATE,
1057,ICON PROGRESSIVE BACK SIDE FREE FORM,ICON PROGRESSIVE BACK SIDE FREE FORM,PROGRESSIVE BACK SIDE FREE FORM ICON 13 MM 1.60 TRANSITION VI BROWN ANTI BLUE,TRANSITIONS 8,
1058,ICON PROGRESSIVE BACK SIDE FREE FORM,ICON PROGRESSIVE BACK SIDE FREE FORM  1.50 TRANSITIONS XTRACTIVE G-15,,,383
1059,ICON PROGRESSIVE BACK SIDE FREE FORM,ICON PROGRESSIVE BACK SIDE FREE FORM  1.60 PHOTOCHROMIC GREY BLUE CUT HMX-EMI,PHOTOCHROMIC GREY BLUE CUT,Rx,"1,557.84"
1060,ICON PROGRESSIVE BACK SIDE FREE FORM,ICON PROGRESSIVE BACK SIDE FREE FORM 18 MM 1.50 PLASTIC SOLID TINT HMX,,,"1,105.79"
1061,Shamir InTouch,In Touch 15mm 1.50 Plastic Clear Glacier Plus,Clear,Rx,"2,943.93"
1062,Shamir InTouch,In Touch 15mm 1.50 Transitions Grey Glacier Plus,Transitions,Rx,"4,266.36"
1063,Shamir InTouch,In Touch 15mm 1.60 Plastic Clear Glacier Plus,Clear,Rx,"3,565.42"
1064,Shamir InTouch,In Touch 18mm 1.50 Transitions Grey Glacier Plus,Transitions,Rx,"2,943.93"
1065,INSIGNIA SV Rx,Insignia SV Rx 1.50 Plastic Gradient Tint Glacier Expression,,Rx,490.65
1066,INSIGNIA SV Rx,Insignia SV Rx 1.50 Plastic Gradient Tint Glacier Expression,,,
1067,Shamir InTouch,InTouch 15mm 1.50 Plastic Solid Tint Glacier Expression,,,"1,401.87"
1068,Shamir InTouch,InTouch 15mm 1.60 Plastic Clear Glacier Expression,,,"1,028.04"
1069,Shamir InTouch,InTouch 15mm 1.60 Plastic Clear Glacier Expression,,,
1070,Shamir InTouch,InTouch 15mm 1.60 Polarized Green Glacier Expression,,,"1,308.41"
1071,Shamir InTouch,InTouch 15mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"4,887.85"
1072,Shamir InTouch,InTouch 18mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"4,266.36"
1073,Shamir InTouch,InTouch 18mm 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"3,565.42"
1074,Shamir InTouch,InTouch AW 15mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,252.34"
1075,Shamir InTouch AW,InTouch AW 15mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"2,943.93"
1076,Shamir InTouch AW,InTouch AW 15mm 1.50 Plastic Clear Glacier Plus UV,Clear,Rx,"2,943.93"
1077,Shamir InTouch AW,InTouch AW 15mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"4,266.36"
1078,Shamir InTouch AW,InTouch AW 15mm 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"4,266.36"
1079,Shamir InTouch AW,InTouch AW 15mm 1.50 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"4,420.57"
1080,Shamir InTouch AW,InTouch AW 15mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"4,266.36"
1081,Shamir InTouch AW,InTouch AW 15mm 1.53 Trivex Clear Glacier Expression,Clear,Rx,"3,719.63"
1082,Shamir InTouch AW,InTouch AW 15mm 1.59 Polycarbonate Clear Glacier Expression,Clear,Rx,"3,719.63"
1083,Shamir InTouch AW,InTouch AW 15mm 1.59 Polycarbonate Transitions Brown Glacier Expression,Transitions,Rx,"4,887.85"
1084,Shamir InTouch AW,InTouch AW 15mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,098.13"
1085,Shamir InTouch AW,InTouch AW 15mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"3,565.42"
1086,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"4,887.85"
1087,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions Green Glacier Expression,Transitions,Rx,"3,719.63"
1088,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"4,887.85"
1089,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions Sapphire Glacier Expression,Transitions,Rx,"3,565.42"
1090,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions Sapphire Glacier Plus UV,Transitions,Rx,"3,565.42"
1091,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"3,565.42"
1092,Shamir InTouch AW,InTouch AW 15mm 1.60 Transitions XTRActive Grey Glacier Plus,Transitions,Rx,"4,887.85"
1093,Shamir InTouch AW,InTouch AW 15mm 1.67 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"4,967.29"
1094,Shamir InTouch AW,InTouch AW 15mm 1.67 Plastic Gradient Tint Glacier Expression,,Rx,"4,883.18"
1095,Shamir InTouch AW,InTouch AW 18mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"3,565.42"
1096,Shamir InTouch AW,InTouch AW 18mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"3,565.42"
1097,Shamir InTouch AW,InTouch AW 18mm 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"3,635.52"
1098,Shamir InTouch AW,InTouch AW 18mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"3,565.42"
1099,Shamir InTouch AW,InTouch AW 18mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"4,813.08"
1100,Autograph InTouch UX,InTouch UX 15mm 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,098.13"
1101,Autograph InTouch UX,InTouch UX 15mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"2,943.93"
1102,Autograph InTouch UX,InTouch UX 15mm 1.50 Plastic Clear HMX,Clear,Rx,"2,943.93"
1103,Autograph InTouch UX,InTouch UX 15mm 1.50 Plastic Gradient Tint Anti-Blue,Blue Zero,Rx,"3,154.21"
1104,Autograph InTouch UX,InTouch UX 15mm 1.50 Plastic Gradient Tint Glacier Expression,,Rx,"3,168.23"
1105,Autograph InTouch UX,InTouch UX 15mm 1.50 Plastic Solid Tint HC,,Rx,"3,014.02"
1106,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions Amber Glacier,Transitions,Rx,"4,266.36"
1107,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"2,943.93"
1108,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"4,266.36"
1109,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions Grey HMX,Transitions,Rx,"4,266.36"
1110,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"2,943.93"
1111,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions XTRActive Brown Glacier,Transitions,Rx,"4,266.36"
1112,Autograph InTouch UX,InTouch UX 15mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,943.93"
1113,Autograph InTouch UX,InTouch UX 15mm 1.53 Trivex Clear HMX,Trivex,,"3,565.42"
1114,Autograph InTouch UX,InTouch UX 15mm 1.53 Trivex Transitions Grey HMX,Transitions,Rx,"4,887.85"
1115,Autograph InTouch UX,InTouch UX 15mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"4,887.85"
1116,Autograph InTouch UX,InTouch UX 15mm 1.59 Polycarbonate Transitions Grey HMX,Transitions,Rx,"3,565.42"
1117,Autograph InTouch UX,InTouch UX 15mm 1.59 Polycarbonate Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,943.93"
1118,Autograph InTouch UX,InTouch UX 15mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,719.63"
1119,Autograph InTouch UX,InTouch UX 15mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,719.63"
1120,Autograph InTouch UX,InTouch UX 15mm 1.60 NuPolar Grey HMX,,Rx,"4,654.21"
1121,Autograph InTouch UX,InTouch UX 15mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"3,565.42"
1122,Autograph InTouch UX,InTouch UX 15mm 1.60 Plastic Clear HC,Clear,Rx,"3,565.43"
1123,Autograph InTouch UX,InTouch UX 15mm 1.60 Plastic Clear HMX,Clear,Rx,"3,565.42"
1124,Autograph InTouch UX,InTouch UX 15mm 1.60 Plastic Gradient Tint HMX,,Rx,"3,635.52"
1125,Autograph InTouch UX,InTouch UX 15mm 1.60 Plastic Solid Tint HMX,,Rx,"3,635.52"
1126,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Amber Glacier Expression,Transitions,Rx,"4,887.85"
1127,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Amethyst Glacier,Transitions,Rx,"3,565.42"
1128,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Amethyst Glacier Expression,Transitions,Rx,"4,887.85"
1129,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"3,565.42"
1130,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Brown HMX,Transitions 8 Brown,,"4,887.85"
1131,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Emerald Glacier Expression,Transitions,Rx,"4,887.85"
1132,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Green Glacier Expression,Transitions,Rx,"3,565.42"
1133,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Green HMX,Transitions,Rx,"3,565.42"
1134,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"4,887.85"
1135,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Grey HC,Transitions,Rx,"4,887.85"
1136,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Grey HMX,Transitions,Rx,"4,887.85"
1137,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Grey HMX+I,,Rx,"4,887.86"
1138,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Sapphire Glacier Expression,Transitions,Rx,"4,887.85"
1139,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions Sapphire HMX,Transitions,Rx,"3,953.27"
1140,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"4,887.85"
1141,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions XTRActive Green Glacier Expression,Transitions,Rx,"4,266.36"
1142,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"4,887.85"
1143,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions XTRActive Grey Glacier Expression,,,
1144,Autograph InTouch UX,InTouch UX 15mm 1.60 Transitions XTRActive Grey HMX,Transitions XTRActive Grey,Rx,"4,887.86"
1145,Autograph InTouch UX,InTouch UX 15mm 1.60 XTRActive Polar Grey Glacier,,Rx,"5,046.73"
1146,Autograph InTouch UX,InTouch UX 15mm 1.67 Plastic Clear Glacier Expression,Clear,Rx,"4,813.08"
1147,Autograph InTouch UX,InTouch UX 15mm 1.67 Plastic Clear HMX,Clear,Rx,"4,813.08"
1148,Autograph InTouch UX,InTouch UX 15mm 1.67 Plastic Gradient Tint Mirror Silver,,Rx,"4,883.18"
1149,Autograph InTouch UX,InTouch UX 15mm 1.67 Transitions Amber Glacier,Transitions 8 Amber,,"6,135.52"
1150,Autograph InTouch UX,InTouch UX 15mm 1.67 Transitions Grey Glacier Expression,Transitions,Rx,"4,813.08"
1151,Autograph InTouch UX,InTouch UX 15mm 1.67 Transitions XTRActive Grey HMX,Transitions,Rx,"6,135.52"
1152,Autograph InTouch UX,InTouch UX 16mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,098.13"
1153,Autograph InTouch UX,InTouch UX 16mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"2,943.93"
1154,Autograph InTouch UX,InTouch UX 16mm 1.50 Plastic Clear HMX,Clear,Rx,"2,943.93"
1155,Autograph InTouch UX,InTouch UX 16mm 1.50 Plastic Clear HMX,Clear,Rx,
1156,Autograph InTouch UX,InTouch UX 16mm 1.50 Plastic Clear HMX,,,
1157,Autograph InTouch UX,InTouch UX 16mm 1.50 Plastic Gradient Tint HMX,,Rx,"3,014.02"
1158,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Amber Glacier Expression,Transitions,Rx,"4,266.36"
1159,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Amber Glacier+I,Transitions 8 Amber,Rx,"4,266.37"
1160,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Amethyst Glacier Expression,Transitions,Rx,"4,266.36"
1161,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Brown Glacier Expression,Transitions,Rx,"4,266.36"
1162,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Brown HMX,Transitions,Rx,"2,943.93"
1163,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions G15 Glacier Expression,Transitions,Rx,"4,266.36"
1164,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions G15 HMX,Transitions,Rx,"2,943.93"
1165,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Grey Anti-Blue,Transitions,Rx,"4,406.54"
1166,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"4,266.36"
1167,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Grey HMX,Transitions,Rx,"4,266.35"
1168,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Grey HMX,Transitions,Rx,
1169,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Grey HMX+I,Transitions,Rx,"4,266.36"
1170,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Sapphire Glacier,Transitions,Rx,"2,943.93"
1171,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions Sapphire Glacier Expression,Transitions,Rx,"4,266.36"
1172,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions XTRActive Brown Glacier Expression,Transitions,Rx,"4,266.36"
1173,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"2,943.93"
1174,Autograph InTouch UX,InTouch UX 16mm 1.50 Transitions XTRActive Grey HMX,Transitions,Rx,"4,266.36"
1175,Autograph InTouch UX,InTouch UX 16mm 1.53 Trivex Clear HMX,Clear,Rx,"3,565.42"
1176,Autograph InTouch UX,InTouch UX 16mm 1.59 Polycarbonate Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,873.84"
1177,Autograph InTouch UX,InTouch UX 16mm 1.59 Polycarbonate Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,719.63"
1178,Autograph InTouch UX,InTouch UX 16mm 1.59 Polycarbonate Clear Glacier Expression,Polycarbonate,,"3,719.63"
1179,Autograph InTouch UX,InTouch UX 16mm 1.59 Polycarbonate Transitions Brown HMX,Transitions,Rx,0.5
1180,Autograph InTouch UX,InTouch UX 16mm 1.59 Polycarbonate Transitions Brown HMX+I,Transitions,Rx,"3,565.42"
1181,Autograph InTouch UX,InTouch UX 16mm 1.60 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,098.13"
1182,Autograph InTouch UX,InTouch UX 16mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"3,565.42"
1183,Autograph InTouch UX,InTouch UX 16mm 1.60 Plastic Clear HMX,Clear,Rx,"3,565.42"
1184,Autograph InTouch UX,InTouch UX 16mm 1.60 Plastic Gradient Tint Glacier Expression,,Rx,"3,635.51"
1185,Autograph InTouch UX,InTouch UX 16mm 1.60 Plastic Gradient Tint HMX,,Rx,"3,635.51"
1186,Autograph InTouch UX,InTouch UX 16mm 1.60 Plastic Solid Tint Glacier Expression,Plastic,,"3,789.72"
1187,Autograph InTouch UX,InTouch UX 16mm 1.60 Plastic Solid Tint HMX,,Rx,"3,635.52"
1188,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Amber Glacier,Transitions,Rx,"3,565.42"
1189,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Amber Glacier Expression,Transitions,Rx,"4,887.85"
1190,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Amethyst Glacier Expression,,Rx,"5,042.06"
1191,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Brown Glacier Expression,Transitions,Rx,"4,887.85"
1192,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Green HMX,Transitions,Rx,"4,887.85"
1193,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"4,887.85"
1194,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Grey HMX,Transitions,Rx,"4,887.85"
1195,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions Sapphires Glacier,Transitions,Rx,"3,565.42"
1196,Autograph InTouch UX,InTouch UX 16mm 1.60 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"4,887.85"
1197,Autograph InTouch UX,InTouch UX 16mm 1.67 Plastic Clear Glacier Expression,,,"4,967.29"
1198,Autograph InTouch UX,InTouch UX 16mm 1.67 Plastic Clear HMX,Clear,Rx,"4,813.09"
1199,Autograph InTouch UX,InTouch UX 16mm 1.67 Transitions Brown HMX,Transitions,Rx,"4,813.84"
1200,Autograph InTouch UX,InTouch UX 17mm 1.50 Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,098.14"
1201,Autograph InTouch UX,InTouch UX 17mm 1.50 Blue Zero Clear Glacier Plus,Blue Zero,,"3,098.13"
1202,Autograph InTouch UX,InTouch UX 17mm 1.50 Plastic Clear Glacier Expression,Clear,Rx,"2,943.93"
1203,Autograph InTouch UX,InTouch UX 17mm 1.50 Plastic Clear HMX,Clear,Rx,"2,943.93"
1204,Autograph InTouch UX,InTouch UX 17mm 1.50 Plastic Solid Tint Glacier Expression,,Rx,"3,014.02"
1205,Autograph InTouch UX,InTouch UX 17mm 1.50 Transitions Amethyst Glacier,Transitions,Rx,"4,266.36"
1206,Autograph InTouch UX,InTouch UX 17mm 1.50 Transitions Brown HMX,Transitions,Rx,"4,266.36"
1207,Autograph InTouch UX,InTouch UX 17mm 1.50 Transitions Grey Glacier Expression,Transitions,Rx,"4,266.36"
1208,Autograph InTouch UX,InTouch UX 17mm 1.50 Transitions Grey HMX,Transitions,Rx,"4,266.36"
1209,Autograph InTouch UX,InTouch UX 17mm 1.50 Transitions Sapphire Glacier,Transitions,Rx,"2,943.93"
1210,Autograph InTouch UX,InTouch UX 17mm 1.50 Transitions XTRActive Grey HMX,Transitions,Rx,"4,266.36"
1211,Autograph InTouch UX,InTouch UX 17mm 1.59 Polycarbonate Blue Zero Clear Glacier Expression,Blue Zero,Rx,"3,719.63"
1212,Autograph InTouch UX,InTouch UX 17mm 1.59 Polycarbonate Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,719.63"
1213,Autograph InTouch UX,InTouch UX 17mm 1.59 Polycarbonate Transitions Brown HMX,Transitions,Rx,"3,656.42"
1214,Autograph InTouch UX,InTouch UX 17mm 1.59 Polycarbonate Transitions Grey Glacier Expression,Transitions,Rx,"5,042.06"
1215,Autograph InTouch UX,InTouch UX 17mm 1.59 Polycarbonate Transitions Grey HMX,Transitions,Rx,"3,565.42"
1216,Autograph InTouch UX,InTouch UX 17mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,"3,719.63"
1217,Autograph InTouch UX,InTouch UX 17mm 1.60 Plastic Clear Glacier Expression,Clear,Rx,"3,565.42"
1218,Autograph InTouch UX,InTouch UX 17mm 1.60 Plastic Clear HMX,Clear,Rx,"3,565.42"
1219,Autograph InTouch UX,InTouch UX 17mm 1.60 Transitions Amber Glacier,Transitions,Rx,"3,565.42"
1220,Autograph InTouch UX,InTouch UX 17mm 1.60 Transitions Brown HMX,Transitions,Rx,"3,565.42"
1221,Autograph InTouch UX,InTouch UX 17mm 1.60 Transitions Grey Glacier Expression,Transitions 8 Grey,,"5,042.06"
1222,Autograph InTouch UX,InTouch UX 17mm 1.67 Transitions XTRActive Grey Glacier Expression,Transitions,Rx,"6,289.72"
1223,Autograph InTouch UX,InTouch UX 19mm 1.60 Transitions Grey Glacier Expression,Transitions,Rx,"4,887.85"
1224,KQ8,KQ8 14mm 1.50 Blue Zero HeluX,Blue Zero,Rx,307.07
1225,KQ8,KQ8 14mm 1.60 Blue Zero HeluX,Blue Zero,Rx,432.29
1226,KQ8,KQ8 14mm 1.60 Clear HeluX,Clear,Rx,387.77
1227,KQ8,KQ8 14mm 1.60 Clear HeluX,Clear,Rx,
1228,KQ8,KQ8 14mm 1.60 Photochromic Grey 420nm HeluX,,Rx,943.28
1229,KQ8,KT Optic,,,
1230,OA23004 C1,OA23004 C1,,Rx,420.56
1231,Oculus Rift 1.67 RX HMX,Oculus Rift 1.67 RX HMX,,Rx,543.83
1232,Single Vision Freeform,OEM SV FF 1.50 Plastic Clear Glacier Plus,Clear,Rx,284.42
1233,Single Vision Freeform,OEM SV FF 1.50 Plastic Clear Glacier Plus,Clear,Rx,
1234,Single Vision Freeform,OEM SV FF 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,418.79
1235,Single Vision Freeform,OEM SV FF 1.60 Plastic Clear Anti-Blue Glacier Plus,Blue Zero,Rx,646.12
1236,Single Vision Freeform,OEM SV FF 1.74 Blue Zero Clear HMX UV,Blue Zero,Rx,816.15
1237,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF ICON OFFICE 14 MM 1.50 CLEAR HMC,Clear,Rx,600
1238,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF ICON OFFICE 14 MM 1.50 CLEAR HMX-EMI,Clear,Rx,384.33
1239,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF ICON OFFICE 14 MM 1.50 TRANSITION VI BROWN HMX-EMI,Transitions,Rx,"1,305.00"
1240,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF ICON OFFICE 14 MM 1.60 CLEAR HMC,Clear,Rx,345
1241,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF ICON OFFICE 14 MM 1.60 CLEAR HMX-EMI,Clear,Rx,810
1242,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF ICON OFFICE 14 MM 1.67 CLEAR HMX-EMI,Clear,Rx,"1,150.00"
1243,STUDIO OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF STUDIO 14 MM 1.50 CLEAR HARDCOATED,Clear,Rx,385
1244,STUDIO OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF STUDIO 14 MM 1.50 CLEAR HMX-EMI,Clear,Rx,360
1245,STUDIO OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF STUDIO 14 MM 1.50 TRANSITION VI BROWN HMX-EMI,Transitions,Rx,"1,175.00"
1246,STUDIO OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF STUDIO 14 MM 1.60 CLEAR HMX-EMI,Clear,Rx,585
1247,STUDIO OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FF STUDIO 14 MM 1.74 CLEAR HMX-EMI,Clear,Rx,540
1248,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FREE FORM ICON OFFICE 14 MM 1.50 PLASTIC CLEAR ANTI BLUE,Blue Zero,Rx,815
1249,ICON OFFICE OFFICE/COMPUTER BACK SIDE FREE FORM,OFFICE/COMPUTER BACK SIDE FREE FORM ICON OFFICE 14 MM 1.60 PLASTIC CLEAR ANTI BLUE,Blue Zero,Rx,653.73
